"";"GSM1866367";"GSM1866368";"GSM1866369";"GSM1866370";"GSM1866371";"GSM1866372";"GSM1866373";"GSM1866374";"GSM1866381";"GSM1866382";"GSM1866383";"ID";"SPOT_ID";"CONTROL_TYPE";"REFSEQ";"GB_ACC";"GENE";"GENE_SYMBOL";"GENE_NAME";"UNIGENE_ID";"ENSEMBL_ID";"TIGR_ID";"ACCESSION_STRING";"CHROMOSOMAL_LOCATION";"CYTOBAND";"DESCRIPTION";"GO_ID";"SEQUENCE";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"A_24_P221485";7,543194;7,798685;5,7692604;4,3083572;1,62619;2,1274092;6,146106;3,4696476;4,310618;7,668559;8,109873;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0543058333333342;4,93096262941176;0,0376518355562285;0,970431766036639;0,987919615727707;-6,51197133311168
"A_24_P221575";5,659858;6,211209;6,4660106;5,6398635;5,204484;5,622086;4,959778;5,7111936;5,399787;4,1309605;3,8177876;NA;NA;NA;NA;NA;22902;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,465099383333337;5,22380507058824;0,59990849178012;0,556981396831204;0,828886824779164;-6,3277499291377
"A_24_P223124";10,147816;10,02686;10,81867;10,881991;11,297956;11,5928755;13,12588;13,145257;11,6369;11,604821;12,4335985;NA;NA;NA;NA;NA;64778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,34120708333333;11,7064691470588;-5,76377309364461;2,9229073253766e-05;0,00181268767518192;2,6611663156564
"A_24_P223163";7,6195045;7,446448;6,614074;7,077605;7,1595244;7,260366;5,421636;5,5704126;5,619187;5,5692134;5,5627584;NA;NA;NA;NA;NA;92345;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,70022935;6,05106163529412;5,15047390887265;9,72012393917142e-05;0,00408376568655153;1,49363719404116
"A_24_P224727";6,6338024;6,1368756;7,747797;7,807585;7,972026;7,8285627;4,0211344;4,97466;8,825633;8,808768;4,4402227;NA;NA;NA;NA;NA;1050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,85654425;6,82354448823529;2,80139212788337;0,0128185675205274;0,0803407685022565;-3,21051280288821
"A_24_P224998";7,5234666;7,6523876;7,7055426;8,070705;8,230642;8,546958;8,344125;8,392203;6,497671;6,2225533;7,1389527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,413213699999996;7,20719448235294;-1,22457545637916;0,238486543307855;0,49034271691907;-5,7683784734634
"A_24_P225534";3,6937666;1,8422508;2,0958724;1,5755622;1,7686816;1,8328025;2,033381;2,042346;2,811848;3,1840665;2,6866827;NA;NA;NA;NA;NA;54933;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0969591833333339;2,55170161764706;0,204221462885899;0,840759395999833;0,94906571939331;-6,49105714145659
"A_24_P225616";7,104991;9,544889;8,541086;6,3056946;6,4435015;5,7731094;2,7476296;3,190384;7,8037868;7,602771;8,863435;NA;NA;NA;NA;NA;6241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,31653845;7,38385314117647;5,76756332954717;2,90172022348545e-05;0,00181268767518192;2,66822360115263
"A_24_P226008";8,514525;7,702447;7,5446305;7,7339897;8,773852;9,284767;10,9474745;10,89954;10,031807;10,020743;10,790904;NA;NA;NA;NA;NA;11343;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,66447205;9,68273668823529;-6,31136405130037;1,042449797184e-05;0,000969794246618498;3,65923723105534
"A_24_P226108";7,0681505;5,015586;4,906151;4,6935105;2,443622;1,8847888;2,0751505;2,0814183;4,934439;5,6711063;2,7107563;NA;NA;NA;NA;NA;54502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,25701706666667;3,83744765294118;2,0052407731162;0,0621837563133953;0,214457338569803;-4,65321854073214
"A_24_P226332";4,2330966;4,6005507;4,474928;5,7053;7,9844656;7,6548395;6,7913976;6,114079;7,666484;7,584177;7,379011;NA;NA;NA;NA;NA;2045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,677208233333332;6,97811647058824;-0,834695800253345;0,416197040081981;0,692533122389229;-6,15837929716101
"A_24_P226508";6,290733;1,8795774;5,6806116;5,8649573;2,1944594;2,0099194;3,824905;4,084383;4,8880053;4,372914;5,970541;NA;NA;NA;NA;NA;222537;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,032065683333335;4,49360227647059;0,0286300111002362;0,977514283398719;0,990741558817303;-6,51228215632007
"A_24_P226755";7,4086137;4,347926;4,033007;5,278227;4,963163;6,495662;8,506457;8,405982;6,967178;7,0020866;6,9192386;NA;NA;NA;NA;NA;9760;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,03511971666667;6,96816172941177;-4,68894921916933;0,000247333626834666;0,00690456812339503;0,585032594946322
"A_24_P226970";3,2776394;3,2075982;2,0389032;1,5615025;1,7346033;3,5059116;1,9953437;4,967388;4,6415663;5,2785;6,703735;NA;NA;NA;NA;NA;22891;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,927006149999999;4,59006886470588;-1,2991583208926;0,212327232863741;0,456501404636902;-5,67959944282465
"A_24_P227091";10,751157;11,448461;10,672236;9,330376;8,896331;8,688138;4,8373575;5,038615;9,476604;9,325495;10,166037;NA;NA;NA;NA;NA;3832;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,02646358333334;9,34697414705882;8,48678934791075;2,58519741618075e-07;6,87403992962462e-05;7,18124341867858
"A_24_P227141";2,2555432;1,7247164;2,8255007;1,4238267;1,6208872;1,6664891;1,8707469;1,917284;2,7833025;3,1235282;2,6253738;NA;NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0254784333333347;2,41157254117647;0,0635565321776749;0,950111795331954;0,97940514527251;-6,51060871331344
"A_24_P22746";5,8761415;6,5068603;6,8349257;8,638415;9,76421;9,665907;9,8140745;9,416593;9,917997;9,894851;10,181028;NA;NA;NA;NA;NA;284273;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,73425716666666;9,40344570588235;-2,13003458753058;0,049063322011748;0,185972021709534;-4,44283823143337
"A_24_P227927";3,9786987;3,5022168;3,2323604;1,6743481;2,3185878;1,8559961;1,93061;1,9455733;4,4921484;3,9573429;4,350936;NA;NA;NA;NA;NA;50615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,822276333333334;3,62625314705882;1,56435801380007;0,137324281872729;0,352371788178128;-5,33099946067799
"A_24_P228130";2,3858504;1,8808215;2,5745823;6,6408978;8,047233;7,7151966;10,545811;11,314437;7,097004;6,701509;9,189289;NA;NA;NA;NA;NA;414062;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-6,05602706666666;6,96563895882353;-4,26006827463422;0,000600374790707163;0,0120029817179725;-0,276778643182552
"A_24_P228302";4,4050727;3,7541332;3,5352516;3,5534406;4,9091864;4,4198766;3,507224;3,3447323;2,5715125;2,9142737;2,4483843;NA;NA;NA;NA;NA;1087;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,670182033333334;3,48926359411765;1,28926056109322;0,215662647926372;0,461241758066147;-5,69162602849755
"A_24_P228611";2,4438398;1,8568798;2,121447;5,607218;5,8486686;5,3372974;4,6655335;4,979391;4,179481;4,2753663;3,9617095;NA;NA;NA;NA;NA;80307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,953237149999997;3,71463206470588;-1,0287003255924;0,318944651219717;0,588429368668329;-5,98044779253939
"A_24_P228796";3,8248985;5,176401;4,530301;5,42372;1,6042669;2,4843552;2,567562;3,429644;6,2491245;6,0826087;6,1176963;NA;NA;NA;NA;NA;2579;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8420541;4,93643171176471;1,11270298956478;0,282299620891635;0,544431326890921;-5,89334433147473
"A_24_P228875";5,616287;4,5259314;4,1068726;3,9749937;4,471884;4,842926;5,196044;5,38085;5,827761;6,089165;6,49404;NA;NA;NA;NA;NA;9459;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,698631216666665;5,55084604705882;-1,68169116310596;0,112069699435112;0,309532857263675;-5,16166868263378
"A_24_P229234";2,9070613;1,7394938;1,9851336;1,5862777;1,666558;1,7294478;1,9681001;1,9359462;2,7309687;3,8101954;3,3563137;NA;NA;NA;NA;NA;23026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,0163611166666648;2,5922277;-0,0413323727276872;0,96754308657322;0,987333201131267;-6,51182023341065
"A_24_P229531";6,7813454;5,2922187;6,230633;6,3284793;5,5571723;5,5265274;4,513591;6,058995;6,727432;6,5383925;6,2183566;NA;NA;NA;NA;NA;64859;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,666436350000002;5,73095424117647;1,23132069057944;0,236022333623769;0,487159623602252;-5,76052597705899
"A_24_P229884";4,258219;3,3900661;3,6349623;2,044082;1,5190961;2,4084234;1,9660609;2,0776825;5,4812536;3,0203288;2,520306;NA;NA;NA;NA;NA;440335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,853936450000002;2,99080898235294;1,06832092586778;0,301253600017849;0,567806714476315;-5,94009977782042
"A_24_P230282";6,851884;8,957388;6,431881;6,239895;6,0261283;6,066362;6,607058;6,40874;5,406214;5,929185;4,6854663;NA;NA;NA;NA;NA;51480;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,254357383333336;5,79985092352941;0,421052320712875;0,679326899849081;0,914366098050471;-6,42106992654132
"A_24_P230563";4,364708;1,5317796;1,7801793;1,2897713;1,4681549;1,5279769;1,7318892;1,7793696;2,6343505;2,974301;2,491795;NA;NA;NA;NA;NA;3559;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,238132266666667;2,39922538823529;0,364385675852006;0,720348236639755;0,920016090749275;-6,44397913191349
"A_24_P231026";6,5938535;4,355828;4,7488465;5,096327;5,86124;4,9484797;3,5156536;3,6589594;3,26204;3,4519415;4,2976613;NA;NA;NA;NA;NA;6334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,68012261666667;4,36146183529412;2,99120530533012;0,00864775385932803;0,0632082108173097;-2,84002490919465
"A_24_P231173";7,9334207;7,16887;7,1450996;6,402112;5,9034286;6,2686086;6,2775226;6,2047057;5,1696625;5,2734427;4,7507496;NA;NA;NA;NA;NA;64599;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,562475766666672;5,7076712;1,10792887664126;0,28429500473388;0,547089138836538;-5,89845194537977
"A_24_P231302";2,6183386;3,3195143;3,2079113;1,3619906;1,5623804;1,6129129;1,8092052;1,8314762;2,715442;3,0549612;2,5491657;NA;NA;NA;NA;NA;57115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,460167316666668;2,54505758235294;0,960835198312434;0,350953124837354;0,625458685618314;-6,04644789360343
"A_24_P231829";3,617259;2,2715569;2,1369789;2,907096;2,2252727;3,6354928;3,6756587;4,1603785;4,8785315;5,8967414;5,1522803;NA;NA;NA;NA;NA;23743;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,11907588333333;4,16421921764706;-1,65398291213055;0,117642490979993;0,319380487245145;-5,20243502061316
"A_24_P233488";5,2184014;3,9627137;4,9879675;6,5466843;6,400043;6,2489524;4,7810264;5,004036;2,5975127;2,9393454;2,4578993;NA;NA;NA;NA;NA;3976;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,668262516666668;4,01270895294118;1,18015096184443;0,255214997319045;0,510814209914446;-5,81920163586798
"A_24_P233786";8,990998;6,7881417;7,7598677;5,8311367;5,9134345;7,4827957;5,3666625;8,302288;10,376191;10,436157;10,245517;NA;NA;NA;NA;NA;116496;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,293253800000002;8,75381587058824;0,396203505393793;0,697196559814272;0,918689773272794;-6,43151475589839
"A_24_P234415";7,314041;4,1778574;1,8623643;5,509209;5,0990586;5,4773145;6,016777;6,784105;7,092141;6,927828;8,345382;NA;NA;NA;NA;NA;6769;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,4938002;6,36662065294118;-1,60419247866814;0,128255745922132;0,336864464463968;-5,27448996509983
"A_24_P23445";8,980106;8,601915;9,003858;8,217148;8,633823;8,385355;9,037351;8,8068695;6,927322;6,7966814;6,9805384;NA;NA;NA;NA;NA;267010;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,28507608333333;7,88577968235294;-0,844893589420727;0,410645504108172;0,687683457213026;-6,14986028963929
"A_24_P234768";2,6753075;5,176548;2,0529404;9,178385;9,535005;9,189802;6,2626615;6,307849;5,253627;5,3095164;3,6633668;NA;NA;NA;NA;NA;3360;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0160760666666704;6,14143464705882;0,00985626180848458;0,99225800270947;0,996510008101532;-6,51265773391087
"A_24_P236251";11,84262;12,033372;11,958836;11,980419;10,987436;11,271198;9,837831;12,662601;11,461266;11,661988;12,02707;NA;NA;NA;NA;NA;8788;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,428764166666674;12,1443487647059;0,769538264799517;0,452802643466653;0,730583876806936;-6,21056312370244
"A_24_P236753";4,778346;4,669695;4,6418614;3,4458356;2,2255008;3,2505975;2,8542361;2,0060484;2,7334366;3,170842;2,5708466;NA;NA;NA;NA;NA;8447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,4051638;3,28534601176471;1,98374747184931;0,0647414782465395;0,21978626320785;-4,68871016344572
"A_24_P236799";9,813788;12,463576;11,176636;11,163472;10,649712;10,236668;10,446016;11,072806;12,310966;12,48397;12,921963;NA;NA;NA;NA;NA;11031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,157897666666667;11,7895660588235;0,308929404597577;0,761367583460502;0,923122749111986;-6,46324846946263
"A_24_P238118";5,0311327;1,6808045;1,9116976;1,3744555;1,5768281;1,6285243;1,8203363;1,8422475;2,7250438;3,0648599;2,5578306;NA;NA;NA;NA;NA;100192379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,369281883333335;2,47341214705882;0,517720634177118;0,611748037539642;0,872894033709636;-6,3745585165043
"A_24_P238131";4,5631227;6,7598205;4,842923;4,4024734;4,3382616;2,2848682;2,3405993;2,3034823;5,9341235;5,6609855;5,8119826;NA;NA;NA;NA;NA;26032;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,20987076666667;4,76706804705882;3,06749558002457;0,00737460173119236;0,0579582023251438;-2,68929107459329
"A_24_P238257";5,0515676;1,524088;1,7584172;1,270665;1,46051;1,5162762;1,7217159;1,7586315;2,623998;2,9677978;2,4780989;NA;NA;NA;NA;NA;284071;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,356746966666667;2,37775542352941;0,485800432054728;0,633704451342727;0,891780966456899;-6,3909456219279
"A_24_P238744";14,15255;14,663965;14,505232;12,892627;12,210432;12,540436;12,031811;13,877616;12,921413;12,834561;13,510535;NA;NA;NA;NA;NA;641455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,539493500000003;13,0420294117647;0,828859003956179;0,419396263847258;0,696005408375633;-6,1632126539446
"A_24_P239606";9,735813;11,943658;9,799453;15,210533;13,914765;14,740624;14,486814;13,929693;12,054804;12,0469475;11,679094;NA;NA;NA;NA;NA;4616;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,65077916666666;12,2772394705882;-1,44234188338414;0,168524552476296;0,397169762937709;-5,4975314809789
"A_24_P24002";8,034252;6,499803;5,458749;3,556178;3,5799127;4,1040587;4,573508;4,759301;4,2809515;3,494447;3,3072257;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,539087733333336;4,16102832352941;0,599969680142026;0,556941614577202;0,828886824779164;-6,32771262351775
"A_24_P240259";2,118402;1,5281639;1,7808105;1,2913761;1,4685389;1,5374445;1,7327055;1,7658231;2,6058452;2,9448483;2,471145;NA;NA;NA;NA;NA;79782;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,128474983333332;2,20862044117647;-0,382251125326524;0,707312392457589;0,920016090749275;-6,43710650693935
"A_24_P24142";14,475413;14,049607;13,754284;13,453795;13,146069;13,681141;13,97421;14,032801;12,380592;12,341995;12,42496;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,243454;12,9722205294118;-0,721372215294322;0,481105515036068;0,758682341393483;-6,24660913100069
"A_24_P241815";6,209292;5,414214;4,976469;7,655568;8,179273;10,529017;9,304626;9,59834;6,148661;6,2231064;6,9897766;NA;NA;NA;NA;NA;3726;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,29084416666667;7,23060615294118;-2,31621946734273;0,0341603130488971;0,146918354059066;-4,11646497718277
"A_24_P242581";2,7600358;5,530232;6,874686;3,830042;3,6391513;1,8864422;2,0567124;2,058991;2,8172364;3,167527;2,6660144;NA;NA;NA;NA;NA;200010;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,02891318333333;3,29721955294118;2,21380285130839;0,041737409256698;0,166636293113453;-4,29774116899987
"A_24_P243749";5,6421566;2,5159473;4,2492485;7,025258;8,6957445;10,510256;12,496876;11,05475;9,782617;9,942211;8,640236;NA;NA;NA;NA;NA;5166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5,33604451666666;8,80064231764706;-3,83005661998833;0,00147974319372843;0,0213548827795055;-1,15039497922804
"A_24_P244706";5,2757883;2,1527169;2,9442384;2,4176598;1,6310388;2,0718563;1,8740392;2,3167515;6,0192676;5,6551495;7,041157;NA;NA;NA;NA;NA;6751;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,653487733333335;4,85253785294118;0,785822163621289;0,44347152949077;0,721217612792635;-6,1978880394795
"A_24_P245298";9,252093;8,921062;8,997848;9,080236;9,61831;10,105747;10,691646;10,585705;10,322903;10,420119;10,527098;NA;NA;NA;NA;NA;8742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,3094595;10,0887915;-3,9784132340421;0,00108286270828016;0,017503537637185;-0,848479882119516
"A_24_P245379";2,3087463;2,1509821;1,9540339;1,4177637;2,2659984;1,650974;2,287304;3,7512617;4,623373;3,5765483;3,5091395;NA;NA;NA;NA;NA;5055;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,06119978333333;2,84250580588235;-2,08712020787871;0,053258438298779;0,194389651124711;-4,51599143957251
"A_24_P245815";7,899781;8,46638;7,227354;3,8245144;1,6284174;1,6858482;1,8602507;2,711824;4,052222;3,8302283;7,2015924;NA;NA;NA;NA;NA;57168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,83601181666667;4,94453686470588;1,81291403283199;0,0886777123984637;0,267415976487116;-4,96239777945645
"A_24_P246636";7,278176;6,066202;4,150541;1,7296119;2,8171272;3,8350854;4,59396;4,766004;2,8980596;3,2586532;4,889499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,367191416666665;3,91880964705882;-0,358487846439393;0,724671577174186;0,920016090749275;-6,44617697270161
"A_24_P24770";2,427139;1,9208343;2,1722927;1,9313145;1,7917042;1,8510568;3,482473;2,0188546;2,9384007;3,2721598;2,7486696;NA;NA;NA;NA;NA;285335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,734940216666665;2,76964173529412;-1,20455231825312;0,245918711683153;0,499158667454583;-5,79147853731875
"A_24_P248185";9,18031;8,509305;7,3440294;5,042968;5,075526;7,684967;8,447952;8,126653;10,63515;10,6709;11,758284;NA;NA;NA;NA;NA;196500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,14778493333333;9,48997664117647;-1,33447713604544;0,20075735775658;0,44055973754467;-5,63608416306402
"A_24_P248240";7,318899;4,770207;5,859457;7,7712727;9,034663;9,606756;9,084706;9,853887;8,898788;8,857483;9,462121;NA;NA;NA;NA;NA;23208;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,07575404999999;8,92630951176471;-2,32702592277022;0,0334405363567525;0,144995330081704;-4,09710297443808
"A_24_P249253";4,557045;3,7516265;4,813313;9,945007;12,052674;12,586762;12,451497;11,228188;11,830022;11,971846;11,048869;NA;NA;NA;NA;NA;442721;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,88877124999999;10,1314036764706;-2,07632095590073;0,0543646118356413;0,196540452577798;-4,53426946836756
"A_24_P250227";6,877461;4,7857594;4,1550317;5,492625;6,302088;7,4516373;8,360167;8,911645;5,5016785;5,120449;4,6748056;NA;NA;NA;NA;NA;9572;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,7918056;5,88456897058824;-4,26067394004372;0,000599617043369249;0,0120029817179725;-0,275552885818552
"A_24_P250507";2,8823442;1,6669774;1,8957827;1,3691895;1,5726063;1,6298639;1,8111806;1,8427172;2,7016377;3,0507507;2,5478945;NA;NA;NA;NA;NA;164237;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00917843333333357;2,33914423529412;0,0227348026438993;0,982143362105292;0,991548730527213;-6,51243955528014
"A_24_P250815";2,9317703;3,4190874;2,0222878;3,0764472;4,428296;4,853348;5,314298;4,9769506;2,9226918;3,3658528;5,6026716;NA;NA;NA;NA;NA;79983;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,69041818333333;3,72755042941176;-1,87383465448683;0,0793631152666169;0,248216256050834;-4,86656752169133
"A_24_P250922";2,2452455;2,4903007;1,9635167;1,5259342;1,7118617;1,9927404;2,414412;2,451079;3,161565;3,0620987;5,210992;NA;NA;NA;NA;NA;5743;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,444478966666666;3,01978936470588;-0,804938254147747;0,432672398056058;0,710060735337792;-6,18269587646016
"A_24_P251599";3,6991405;4,103467;2,0349474;2,2141018;3,8235683;4,766637;5,892087;6,0550313;6,2292595;4,807967;5,5880423;NA;NA;NA;NA;NA;859;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,53324881666667;4,23277557647059;-3,83938348593423;0,00145094381537769;0,0210535312692457;-1,13141054046035
"A_24_P251734";2,121914;1,6349449;1,8678248;1,3523524;1,5586902;1,618068;1,9619145;6,2782025;2,6764;3,0341926;2,5369382;NA;NA;NA;NA;NA;56884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,42775945;2,77265719411765;-2,45423397255214;0,0259716162493986;0,124472269325257;-3,86605663995346
"A_24_P251841";5,2206244;8,135146;7,331359;7,817664;8,486381;8,475979;8,269003;7,872696;8,461974;8,521494;8,827045;NA;NA;NA;NA;NA;80854;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,492990599999996;8,40050225882353;-0,795478253546986;0,437995599802186;0,716063469021225;-6,19025611987954
"A_24_P251950";8,296005;7,597347;7,752932;6,408845;2,7269485;2,9808614;3,2554905;2,6459167;5,52887;5,644916;5,53715;NA;NA;NA;NA;NA;167127;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00978621666667;5,23587471764706;2,56361082948543;0,0208398213330929;0,108387452175441;-3,66314274872078
"A_24_P251969";2,872898;1,6528022;1,8991864;1,3790032;5,1984987;5,545392;3,4673336;1,8310657;6,357827;6,5826416;6,0768023;NA;NA;NA;NA;NA;2246;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,442097100000001;4,56448751176471;0,485059947867251;0,634218127095219;0,89214971561761;-6,39131377687134
"A_24_P252364";5,381569;6,6195498;10,144629;4,9520855;5,4058003;6,5425034;5,253379;6,6153755;7,6521397;7,3421063;8,31531;NA;NA;NA;NA;NA;4897;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,573312250000002;7,19992844117647;0,600209917228691;0,5567854365979;0,828827138370225;-6,327566119458
"A_24_P252996";2,8422382;4,0905485;6,3688817;4,622828;3,1108546;2,6986134;3,1838095;2,4693964;5,1184006;5,1584272;4,19249;NA;NA;NA;NA;NA;2352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,12905778333334;4,07396546470588;1,28780822373399;0,216155528245609;0,461838127444818;-5,69338449583254
"A_24_P253003";4,1337347;7,28714;7,74625;12,1486025;11,170087;11,786487;11,643176;11,615413;9,512323;9,557744;8,802903;NA;NA;NA;NA;NA;7481;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,58391096666666;9,46351801176471;-1,74529300917467;0,100134637675432;0,288626559977208;-5,06633955697333
"A_24_P254084";3,3969443;4,6175222;5,4183817;2,5429816;4,012656;3,1813357;2,793798;2,0080874;4,2002726;3,1699917;2,6884873;NA;NA;NA;NA;NA;7620;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,46069421666667;4,49611515882353;0,827453828335475;0,420168820553184;0,696526741802316;-6,16437161955278
"A_24_P254506";5,644781;3,671918;4,7264094;1,4963946;3,2518163;1,7546976;1,9245639;2,0414488;3,9207516;4,169004;3,3636742;NA;NA;NA;NA;NA;9506;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,4413298;3,13272300588235;1,77508739694469;0,0949357811976106;0,279086384436267;-5,02086394547335
"A_24_P254850";6,325335;5,781604;2,1492212;4,77841;3,057597;5,3644476;4,561051;5,497309;5,4410644;5,8722763;5,195647;NA;NA;NA;NA;NA;9717;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,453077533333331;4,46625526470588;-0,537710202691455;0,598188558493586;0,86268928923902;-6,36378351662644
"A_24_P254949";5,6833224;6,118621;7,856983;10,945281;10,797152;10,567127;10,764786;9,986051;9,641298;9,570504;9,516846;NA;NA;NA;NA;NA;5239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,7140041;9,12557731764706;-1,50134532912051;0,152771973415412;0,373699188774511;-5,41826120617668
"A_24_P255100";8,571919;5,806008;5,579328;2,8414016;1,7466818;2,8453865;4,327093;4,7194676;2,787145;3,1255417;2,6426823;NA;NA;NA;NA;NA;138255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,04184051666667;3,67300528823529;0,03471536648068;0,972736768731852;0,989009489745912;-6,51208178835271
"A_24_P255384";9,929988;9,773738;9,316583;7,541587;7,4797573;7,8941374;7,899379;7,8038397;6,4929852;6,041143;6,5695167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,804355766666673;7,34789215294118;1,23733940610563;0,233840243605045;0,483970583962494;-5,75348931808405
"A_24_P255471";2,4542503;1,9650326;2,2126844;3,1826942;1,8266742;1,8714361;2,073847;2,107765;3,2712843;4,5067115;4,1360493;NA;NA;NA;NA;NA;143425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,161322633333334;3,35256935882353;0,356287543599133;0,726286963404202;0,920016090749275;-6,4469878855028
"A_24_P256037";15,409242;15,39102;14,8643875;14,713916;14,574016;15,06141;15,450329;15,281597;13,865989;13,833482;13,705979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,363631083333329;14,3875613529412;-1,14110300560937;0,270644483754792;0,530515062516765;-5,86257471418295
