"";"GSM1866367";"GSM1866368";"GSM1866369";"GSM1866370";"GSM1866371";"GSM1866372";"GSM1866373";"GSM1866374";"GSM1866381";"GSM1866382";"GSM1866383";"ID";"SPOT_ID";"CONTROL_TYPE";"REFSEQ";"GB_ACC";"GENE";"GENE_SYMBOL";"GENE_NAME";"UNIGENE_ID";"ENSEMBL_ID";"TIGR_ID";"ACCESSION_STRING";"CHROMOSOMAL_LOCATION";"CYTOBAND";"DESCRIPTION";"GO_ID";"SEQUENCE";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"A_19_P00812320";5,641289;5,4038463;5,468734;4,851995;5,0812154;4,9786687;5,810069;4,122366;5,034385;4,0597577;4,0016356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,271407233333335;4,79772118235294;0,548515606119291;0,590921697577846;0,857441088054294;-6,35779530600752
"A_19_P00812328";3,1561916;3,9971852;4,7425957;5,623034;5,7070346;3,12694;2,4310355;3,4874086;5,0746794;4,2136254;3,620571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,43294146666667;4,50076197647059;2,18351668437819;0,0442606875315925;0,173519959709779;-4,35054271318877
"A_19_P00812355";8,027687;7,7715435;7,037929;4,8805795;4,8508034;6,0533104;4,7721224;4,787381;4,291436;4,14634;4,421923;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,65722376666667;4,82167364117647;2,2800787520297;0,0366741221639134;0,153690292882342;-4,18089959599403
"A_19_P00812364";2,05422;1,5468776;1,7857912;1,2966359;1,4957459;1,5589387;1,7524081;1,784488;2,6221707;2,9751902;2,489975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,145413166666666;2,22096257647059;-0,437536431493211;0,667579837398512;0,910936760850859;-6,4137985790578
"A_19_P00812366";5,0970488;5,130102;4,0350018;4,964967;5,390814;5,0158215;3,8623214;3,3113692;2,7212017;3,091805;3,0135882;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,35211388333334;3,84049951176471;3,04933639918375;0,00765988048198764;0,0591222705416695;-2,72525361315813
"A_19_P00812385";5,469099;4,591357;3,4529054;3,9953747;5,0071435;4,3804116;4,7693777;5,016079;2,9374592;3,2645993;4,6744566;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,410013149999997;3,99449078823529;-0,735002456888714;0,472990564917814;0,749735864152886;-6,23662893933124
"A_19_P00812393";2,000574;1,4713007;1,7141283;1,2468269;1,5493262;1,4837153;1,6911985;1,7375257;2,590363;6,5263596;2,4529006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,136716866666666;2,3887923;-0,184149202685664;0,85621360152846;0,951684661655383;-6,49509963589986
"A_19_P00812395";4,4762683;2,395341;2,1487527;1,5689569;4,9913907;8,413001;8,139938;8,114813;7,930665;7,7505097;6,5969186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-4,12842373333333;6,08830767058824;-3,36187545966123;0,00397373873736147;0,0397598167550109;-2,10035261934009
"A_19_P00812404";2,0695572;1,4885588;3,4300492;1,2707888;1,44509;1,5173755;1,7122492;1,7429142;2,5727005;2,9125097;2,4437919;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,142654883333334;2,27963669411765;0,297316477584058;0,770056131688985;0,925543046595289;-6,46688678596309
"A_19_P00812410";2,0072567;1,5222185;1,7558726;1,2686472;1,4630724;1,521419;2,0044281;1,7591257;2,6170044;2,9643378;2,476442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,292029166666666;2,21426192352941;-0,873208230842946;0,39548568096961;0,673129413152947;-6,12571316675436
"A_19_P00812431";12,787929;10,883461;9,871295;11,079283;11,630084;11,521541;11,989913;11,70281;10,085624;10,061063;9,817277;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,55076266666666;10,7048924117647;-1,08042899847318;0,295992608817676;0,561572848267;-5,92750643103467
"A_19_P00812437";3,6839995;3,7766898;2,1869962;3,275858;3,067481;2,6053495;2,3240483;2,357254;4,0223074;3,2607887;2,8333156;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,758744516666666;3,11888465294118;1,42659122995223;0,172948822329035;0,403266678364826;-5,51828294955836
"A_19_P00812454";4,0139523;4,1539116;5,637288;1,3815268;1,5749155;1,6244991;1,828043;1,8752155;2,7381706;3,0791566;2,5851681;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,21271963333333;2,78918478823529;1,38843978071844;0,184060162919046;0,418125564461122;-5,56781782410937
"A_19_P00812474";6,7269173;6,226463;5,8835087;6,265053;6,1353607;6,628816;6,980649;6,6826715;4,7829876;5,0488725;8,71229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,520640466666663;5,92968083529412;-0,637541779626828;0,532803672752441;0,806790982829579;-6,30412137060502
"A_19_P00812492";4,40617;3,561383;3,929522;4,291749;5,0712833;4,4396586;4,549068;4,5348325;2,8994853;3,2259574;2,7072446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258655933333332;3,71732705294118;-0,697093561098575;0,49576414303054;0,771387071314525;-6,26395262199106
"A_19_P00812494";2,4187682;1,9258574;2,180499;1,586349;1,7910831;1,8446529;2,0288844;5,5255847;2,9231975;3,2616873;3,4576561;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,81936628333333;2,76364524117647;-2,97687659560621;0,00890978952628007;0,0641172150678882;-2,86822853424466
"A_19_P00812504";3,5222347;3,5358407;3,2342072;4,53566;4,7108154;5,7815022;2,0500228;4,188774;5,205706;6,113347;5,799021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,10064496666667;4,49430668823529;1,57796762857296;0,134166754339848;0,347370399016217;-5,31180821774575
"A_19_P00812507";4,18175;1,9294996;3,4623823;2,5156074;2,0157778;1,902281;3,8118124;3,0975125;2,9072084;3,2882106;2,7570987;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,786779433333332;3,02165208823529;-1,36528625776105;0,191081452653682;0,427534989072267;-5,59736925963476
"A_19_P00812510";5,6070223;4,1494737;3,763233;5,5352707;6,48096;5,870776;4,931517;5,114194;6,3691425;6,036465;5,499237;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,211600450000002;5,70045462941177;0,368891729555683;0,717051705960884;0,920016090749275;-6,44227618098647
"A_19_P00812525";4,065317;2,9200683;2,2333944;1,4307063;1,6121325;3,0889962;3,5733647;1,893501;2,759693;3,7788856;3,8486814;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,174997066666666;2,89201168823529;-0,271994054272147;0,789110438945957;0,931778776852044;-6,47434201272103
"A_19_P00812568";2,0987236;1,5338503;1,7853944;1,3107013;1,4948314;1,5676557;1,7558312;1,7791467;2,594141;2,93947;2,4673471;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,135629499999999;2,24871037647059;-0,371196814327879;0,715367582637013;0,920016090749275;-6,44139707942459
"A_19_P00812592";3,9808347;1,8892354;2,1512964;1,5730495;2,9562829;7,368811;7,073018;7,18728;6,6028643;6,4914727;5,7550073;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,81023068333333;5,10734295294118;-3,57268514504794;0,00254699786429528;0,0302342291123266;-1,67375080752885
"A_19_P00812614";2,0959785;1,642037;1,8762186;1,3501241;1,5472245;1,5972221;1,7973479;1,8209102;2,7040668;3,0436003;2,539551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,124328249999999;2,27735825882353;-0,36829872134189;0,71748520950489;0,920016090749275;-6,44250146915815
"A_19_P00812625";3,6717083;4,263003;2,8704576;1,6699927;3,2397103;2,1871204;4,0567946;2,7561834;4,5738945;4,4267673;4,124359;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,422823616666665;3,70656391764706;-0,718050255957623;0,483095820284778;0,76016302334684;-6,24901502315478
"A_19_P00812635";4,0672503;1,8850998;4,1346073;5,064072;4,8629746;3,8283687;2,846408;4,32259;3,8816664;3,1695163;2,6708307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,389229783333335;3,54149371764706;0,537954405031302;0,598023836894834;0,86268928923902;-6,36364945046457
"A_19_P00812636";6,396108;6,0825934;5,3709245;5,3134284;6,5025706;6,0923815;5,337307;4,1113453;9,251758;6,100456;4,7672386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,23534158333334;5,46383611764706;1,46322752161254;0,162801871110462;0,389377265826597;-5,46974682339185
"A_19_P00812662";7,237066;6,8559003;5,3294425;5,056741;4,6714444;4,0379314;5,485953;4,053834;5,5991178;5,420721;3,6495948;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,761527433333335;4,99169546470588;1,00687474504186;0,329002936615173;0,600424421921046;-6,0021055051561
"A_19_P00812693";4,1827974;2,339976;1,8847466;1,40071;3,2098472;1,6019903;1,8052521;1,8381577;2,7100847;3,8872492;2,5484602;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,614973016666668;2,66376999411765;0,936772275639288;0,362822280851153;0,638692118360288;-6,06889035946366
"A_19_P00812701";4,9753685;5,6397123;5,1977463;5,1109576;4,0935946;4,0625024;3,3539386;4,310463;3,9947891;2,974342;4,84968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,01444615;4,18339897647059;1,87081177927128;0,079803947760782;0,248913427678498;-4,87137010248411
"A_19_P00812710";8,330154;6,756901;5,8821473;4,1965737;4,7092423;3,5989642;5,1774926;5,5855055;4,7017126;3,1355312;3,7793174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,197498033333337;4,54287654117647;0,215510242953701;0,832096874795526;0,946390185569908;-6,48860100829351
"A_19_P00812716";2,905364;1,8160981;2,0596592;1,5659721;1,7444705;1,8301613;2,0037649;2,029671;2,9253514;3,2504323;2,7559397;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,029763749999999;2,53247919411765;-0,0760732709936585;0,940305341904822;0,976094151621022;-6,50970049884051
"A_19_P00812731";2,161037;1,5579562;1,8163481;1,3312154;1,5061407;1,582984;1,7676903;1,7824204;2,5991914;2,936365;2,4683151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,115775116666667;2,75948006470588;-0,0943957595969217;0,925968602393825;0,971454138396205;-6,50807763740511
"A_19_P00812748";6,8185744;6,052766;5,9893894;5,0385633;5,6355596;5,531723;5,0867276;4,940705;4,017597;3,2423332;2,712745;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,830712983333336;4,6619434;1,85756849314547;0,0817610347821953;0,25286721894255;-4,89235247718501
"A_19_P00812750";8,678991;7,393548;7,918689;8,18296;7,7380176;7,3869095;7,4556594;7,5305576;5,6763964;5,7459855;6,2880416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,390077350000003;7,04910877058824;0,804004556694332;0,433195963568139;0,710810285175984;-6,18344572949759
"A_19_P00812752";4,6018825;4,7332215;4,7641926;3,1410222;3,3021495;1,789037;1,8257279;2,2939017;2,6864467;4,715619;2,5494194;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,66210275;3,28638584117647;1,79926917198216;0,0908919194894614;0,271552375193795;-4,98358088132607
"A_19_P00812765";4,7822623;3,8645163;3,4827018;1,338735;1,5209435;1,5960885;3,0749538;2,1580374;2,6049156;2,9480195;2,4766753;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1477123;2,90771901176471;0,194650106681065;0,848120685202159;0,950738997450481;-6,49303665366647
"A_19_P00812769";6,7860613;5,814085;5,8630185;4,533597;4,901089;5,3200374;5,3200827;4,94498;5,358071;3,8901865;3,944019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,403783350000002;4,70216825882353;0,6963679599134;0,496206227690852;0,771924738587085;-6,26446237950332
"A_19_P00812774";5,058169;5,5740075;5,3673506;5,556731;5,4776516;4,596281;4,1620407;5,8885374;3,9112504;3,7807806;3,6440697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,246409400000002;4,61894675294118;0,501219367510266;0,623052568656649;0,8829829607238;-6,38315593060113
"A_19_P00812782";2,1814485;3,7330086;3,8568664;5,838579;6,3387847;6,2958436;6,2511535;6,29853;3,648297;4,747578;2,550676;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,56741995;4,20538314117647;-1,75114385070127;0,0990945037364559;0,287106821503935;-5,05744991292201
"A_19_P00812809";4,038144;3,1393087;2,954698;3,0740278;1,5615228;1,6278962;3,0827203;1,9358823;4,6250978;3,6602407;3,8244996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,223298283333335;3,15690019411765;0,360154789182401;0,723448658958656;0,920016090749275;-6,44555935804336
"A_19_P00812815";5,5481524;6,8199368;6,010587;8,988691;9,708294;9,950167;10,393741;9,717399;9,6747875;9,714192;10,484754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,21793196666667;9,38276486470588;-2,36688432817429;0,0309067640927025;0,138878049383179;-4,02531879213566
"A_19_P00812817";6,0163765;4,4609447;4,610051;4,4055567;4,7548504;5,1528144;5,3214054;4,7763805;3,8328984;3,972811;4,1394634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,148793999999999;4,33660972941176;-0,317270110066644;0,755147456688861;0,922341335478035;-6,46055038099942
"A_19_P00812836";3,9876156;4,1207094;4,5032697;2,118193;2,3045652;2,9522245;3,6675198;2,6296794;3,0811615;2,9775102;2,4991748;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,182496633333335;3,14291231764706;0,288009547548915;0,77704235999832;0,927248493729803;-6,46970313661858
"A_19_P00812841";2,9342449;3,8717883;6,7399244;6,405712;6,5506506;6,4493866;5,7698174;5,0278797;6,4647827;6,424558;7,833866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0931025833333354;6,33551935294118;0,11167935799491;0,912468785896526;0,96735817078756;-6,50622743844263
"A_19_P00812860";2,4998922;1,9789238;2,2245414;1,66892;1,8390701;1,8853891;2,0894156;2,1216476;2,9882133;3,3189566;4,67915;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,0894088333333336;2,77064452352941;-0,165420887831735;0,870687920778135;0,953456561500115;-6,49849618925672
"A_19_P00812870";7,160979;3,1269526;3,244781;1,328322;1,533952;1,5930187;1,7819821;1,8141894;2,6616101;3,0167725;2,5280302;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,19991513333333;2,74442837058824;1,1327463124988;0,274035906081337;0,534503190368807;-5,87169698870955
"A_19_P00812871";4,2833586;5,14019;4,1626935;4,8092294;4,15308;6,7814336;4,5615845;4,6979027;3,2790363;3,3268871;4,01711;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,258587250000002;4,14659272941176;0,453639933169658;0,656189566377517;0,9051489882146;-6,40643215110154
"A_19_P00812874";2,9567773;3,4927678;4,0988626;5,9024715;5,977012;6,0477953;4,5849643;4,9931417;2,9294899;3,261788;2,8453572;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,0431052499999991;3,90090271176471;-0,0624305935791938;0,950994361822423;0,979877279406731;-6,51068243346326
"A_19_P00812892";5,436925;4,5260463;4,574015;3,9346566;4,9796968;7,1005797;6,987967;7,097079;6,2911882;5,9961863;6,317551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,95053643333333;5,73911382352941;-3,37545498141562;0,00386160987174656;0,0390790509951441;-2,07296615215578
"A_19_P00812924";4,2411146;2,4599683;3,8578477;8,034125;7,7518883;7,279158;8,204708;6,7662935;8,687931;8,691576;8,490652;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,88148376666666;7,09053745294118;-1,64790584172965;0,118896123632677;0,321132147677258;-5,21131275094538
"A_19_P00812941";5,8653693;1,5976244;2,218512;4,331591;5,3984323;7,492199;8,081469;8,14547;4,912456;5,466776;6,586894;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,62951483333333;5,38956056470588;-3,2891167686073;0,00463185733845282;0,0439940167930439;-2,24680963090373
"A_19_P00812943";2,4848979;1,9613571;2,2143998;1,689158;1,8917224;1,9616387;2,1517327;2,1666787;2,9106302;3,265879;3,8901951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,125343383333333;2,75988893529412;-0,344531998091487;0,734939934941243;0,920016090749275;-6,451237077024
"A_19_P00812949";2,4479885;1,9346092;3,4207091;1,6947317;1,8727775;1,9440761;2,1834817;2,2170467;3,6403456;7,008165;3,7673013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0188844833333341;2,97907465882353;0,0271102024332518;0,978707606112665;0,991092839627965;-6,51232619066004
"A_19_P00813010";4,272383;3,7873785;3,4495358;3,6172533;2,6149857;4,0550246;4,9265656;1,979419;2,8398166;3,7882779;2,6701405;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,179767850000001;3,77745531176471;0,196997685244743;0,846313799347278;0,950209168399461;-6,49255988512781
"A_19_P00813029";6,098324;5,4392066;5,6107;4,4798484;4,592459;4,5416203;5,166468;4,3969407;4,140359;3,396524;3,626722;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,345322033333336;4,23724838823529;0,694695875171615;0,497225850442393;0,772268420751357;-6,26563517156485
"A_19_P00813047";2,5086617;1,9966483;2,2583203;1,7045822;3,6112318;4,2010455;5,9700465;6,4254494;3,9316697;3,34651;4,600584;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,48433298333333;3,7539155;-5,49530976545995;4,91687935642908e-05;0,00266815963443774;2,15622518374765
"A_19_P00813053";2,0909305;1,5191045;1,9502838;1,2996663;1,4801375;1,5535703;1,8433223;1,7671196;2,5843606;2,9276347;2,457537;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,156272133333333;2,3379651;-0,356554364676414;0,72609100129996;0,920016090749275;-6,44688981136207
"A_19_P00813054";6,498924;5,016338;5,111421;4,8707657;5,999267;5,022438;5,3545184;4,899338;3,6715395;4,4941087;3,6400483;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,292930750000003;4,61744548823529;0,57320578805606;0,57448600379866;0,84420507056826;-6,34368268028138
"A_19_P00813060";5,0425515;3,4432826;3,831942;2,771307;2,1600401;3,302668;3,5491247;3,1398873;5,659557;4,0981016;3,513425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0807925333333355;3,98998235882353;0,125187754765277;0,901936720069647;0,96351888526419;-6,50456565867645
"A_19_P00813069";3,0320508;1,6280285;1,8774049;1,3523854;1,5423709;1,5955577;1,7982045;1,8449457;2,7048392;3,0459294;2,5558543;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0163912666666679;2,33724141764706;0,0388093268363994;0,969523258091768;0,987919615727707;-6,51192533144582
"A_19_P00813078";2,2582803;1,8064653;2,8752787;1,4742193;1,6771779;1,7270317;3,7265036;1,9180927;2,8171926;3,1490023;2,6317196;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,852555949999999;2,55306587647059;-1,79394256191655;0,0917694223648489;0,273482649558009;-4,99182183085348
"A_19_P00813082";2,397306;2,1990135;1,9710925;2,2054832;2,3777862;4,347486;1,86222;1,8990159;4,1040487;3,086488;5,517974;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,70240995;3,28071392352941;0,720931416370449;0,481369331632092;0,758760899582991;-6,24692897262966
"A_19_P00813085";11,825879;10,473097;9,039233;9,621311;10,382949;10,0699;10,66117;10,401257;9,069074;9,0626335;9,178419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,295818666666664;9,73285373529412;-0,582244414631063;0,568528969699456;0,839237713829594;-6,33836731846189
"A_19_P00813091";5,334411;5,2662277;4,135495;3,9567347;4,4488196;4,358262;4,113509;4,4656725;2,9359078;4,131639;2,636912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,293734250000003;3,91890171764706;0,548207440888401;0,591128327537207;0,857555922655143;-6,35796767577676
"A_19_P00813100";6,010087;5,231651;5,6587005;5,276906;5,046431;5,4556046;5,649314;4,91023;4,626756;4,254742;3,9959328;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,166791350000001;4,62228146470588;0,427303810861147;0,674861637662411;0,913684088179653;-6,41834441868349
"A_19_P00813104";2,447751;1,948329;2,183894;1,7005441;1,8864625;1,9583452;2,183981;2,2212887;2,9542115;3,308277;2,789099;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,181747216666666;2,59254989411765;-0,532799607302342;0,601505680569188;0,865127034284501;-6,36646696100927
"A_19_P00813167";4,9130635;4,982389;5,7833495;2,7391086;3,184238;3,4020095;3,13256;2,126306;5,225064;2,9327877;2,4568145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,53792668333333;3,48774981176471;1,92000750969723;0,0728943536310743;0,235306906661197;-4,79260966240643
"A_19_P00813170";5,8473296;5,209314;6,283609;5,39386;5,1370955;5,285055;5,627075;5,0211625;3,8274298;4,1701956;4,4462814;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,201925100000003;4,67900645294118;0,422633673295839;0,678196210099064;0,913684088179653;-6,4203842019056
"A_19_P00813173";4,471327;4,711887;4,4200053;4,307174;4,627199;5,3770776;3,8048491;4,0905933;3,1362257;3,0731838;2,4985647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,704723783333335;3,81566161764706;1,53978421536309;0,143184587160223;0,360038961289292;-5,36534410965528
"A_19_P00813192";2,0405457;2,170701;1,7209653;1,2570204;1,4324015;2,047079;1,7005769;1,734627;2,5663464;2,9075963;6,2874584;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0605168666666671;2,84151263529412;0,0809700706328131;0,93647146869349;0,974568825959372;-6,50930090753588
"A_19_P00813209";2,0207257;1,4874948;1,7321647;1,2595841;1,4349287;1,4950044;1,7020829;1,7498639;2,6043468;2,9452457;2,4644923;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,154322999999999;2,22833332941176;-0,539619131972494;0,596901532097368;0,86199873592832;-6,36273395890852
"A_19_P00813222";2,235445;1,6782966;1,926269;1,3802254;1,5816001;1,6308507;2,9380608;3,673316;2,7310581;3,0756128;2,5849035;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,56690726666667;2,79361091764706;-1,45747617403022;0,16436150611942;0,391347432076596;-5,47742827562594
"A_19_P00813226";5,797326;5,430805;4,8860765;4,2783804;4,5038753;4,6300907;4,776864;4,784714;4,339799;3,5702739;3,1358268;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,140303316666669;4,28186715882353;0,284517951614858;0,779668464138825;0,927997047717104;-6,47073686310733
"A_19_P00813229";2,3700495;5,5902877;3,9104452;3,91475;4,749205;4,559157;4,564438;4,8767514;2,7255726;3,0623682;2,5786164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,538278966666665;3,81383900588235;-0,740585928531587;0,469690337499258;0,746395701425684;-6,2324903333013
"A_19_P00813235";2,5014172;3,1873262;2,168523;3,6114125;1,7798725;1,8327782;2,0169566;4,977851;3,4039857;3,804199;3,8319967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,983848866666666;3,47916244705882;-1,21704990272235;0,241259256867621;0,492899242421056;-5,77709739204854
"A_19_P00813244";5,2019053;4,767506;4,5368586;4,6042213;5,559679;4,81308;5,851156;7,1003885;6,0322394;5,6740985;7,0307956;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,56189721666666;5,38860028823529;-3,14389830316227;0,00628437711474501;0,0522342498786171;-2,53745464570635
"A_19_P00813254";6,1772017;5,6368237;5,865145;5,329867;6,157593;5,386856;5,632472;5,590323;4,8896527;3,6258714;4,4802914;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,147516900000002;4,90617696470588;0,311253076171492;0,75963297174216;0,922616159150537;-6,46250393104435
"A_19_P00813282";6,0645647;6,0512385;5,4594584;5,717645;5,6240187;5,6684737;5,363479;5,305802;3,905097;3,917623;4,048604;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,42959266666667;4,89714157058823;0,964875538498622;0,34898693039048;0,62320768831987;-6,04263001818128
"A_19_P00813295";2,3795414;1,9055576;2,1561105;5,3050075;6,0486608;4,88202;2,5012732;3,0725708;4,701382;3,2318308;5,7560067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,992560966666668;3,96863010588235;1,03252309067426;0,317205863157466;0,586748097485706;-5,97661266697775
